age,workclass,marital-status,race,sex,native-country
39,Private,Married-civ-spouse,White,Male,United-States
31,Private,Never-married,White,Male,United-States
42,Local-gov,Married-spouse-absent,White,Female,United-States
35,Local-gov,Married-civ-spouse,White,Female,United-States
39,Private,Married-civ-spouse,Asian-Pac-Islander,Male,United-States
40,Private,Divorced,White,Female,United-States
66,Private,Married-spouse-absent,White,Female,Puerto-Rico
30,Federal-gov,Married-civ-spouse,White,Male,United-States
43,Private,Divorced,White,Male,United-States
47,Private,Never-married,White,Female,United-States
45,Private,Never-married,Asian-Pac-Islander,Female,Philippines
31,Private,Married-civ-spouse,Black,Male,Trinadad&Tobago
33,Private,Married-civ-spouse,White,Male,United-States
32,Private,Never-married,White,Male,United-States
28,Private,Married-civ-spouse,Black,Male,United-States
50,Federal-gov,Married-civ-spouse,White,Male,United-States
63,Private,Divorced,White,Female,United-States
28,Private,Married-civ-spouse,White,Male,United-States
38,Private,Widowed,Black,Female,United-States
52,Private,Divorced,White,Female,United-States
38,Self-emp-inc,Married-civ-spouse,Asian-Pac-Islander,Male,United-States
41,Private,Never-married,White,Male,United-States
50,State-gov,Never-married,White,Male,United-States
59,Private,Married-civ-spouse,White,Male,United-States
32,Private,Married-civ-spouse,White,Male,United-States
73,Local-gov,Married-civ-spouse,White,Male,United-States
52,Self-emp-inc,Divorced,White,Male,United-States
57,Private,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
51,Private,Married-civ-spouse,White,Male,United-States
22,Private,Widowed,Black,Female,United-States
49,Private,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,Black,Male,United-States
46,Local-gov,Married-civ-spouse,White,Male,United-States
48,Private,Divorced,White,Female,United-States
52,Private,Married-civ-spouse,White,Male,*
43,State-gov,Married-civ-spouse,White,Male,United-States
25,Private,Married-civ-spouse,White,Male,Mexico
31,Private,Never-married,White,Male,United-States
19,Private,Never-married,White,Male,United-States
19,*,Never-married,White,Male,United-States
51,Private,Married-civ-spouse,White,Male,United-States
51,Private,Divorced,White,Male,United-States
22,Self-emp-not-inc,Never-married,White,Female,Dominican-Republic
37,Local-gov,Divorced,Black,Female,United-States
19,Private,Never-married,White,Female,United-States
45,Private,Divorced,White,Female,United-States
21,State-gov,Never-married,White,Male,United-States
52,Private,Widowed,White,Female,United-States
46,Local-gov,Married-civ-spouse,White,Male,United-States
42,State-gov,Divorced,White,Female,United-States
56,Private,Never-married,White,Male,United-States
23,Private,Never-married,White,Female,United-States
58,Private,Married-civ-spouse,White,Male,United-States
70,Private,Married-civ-spouse,White,Male,United-States
30,Private,Divorced,White,Male,United-States
45,Private,Married-civ-spouse,Asian-Pac-Islander,Male,Philippines
23,Private,Never-married,White,Male,United-States
34,Local-gov,Married-civ-spouse,White,Male,United-States
38,Private,Married-civ-spouse,White,Female,United-States
24,Private,Married-civ-spouse,White,Male,United-States
53,Private,Never-married,Amer-Indian-Eskimo,Male,United-States
45,Federal-gov,Never-married,Black,Male,United-States
21,*,Never-married,White,Female,United-States
21,Private,Never-married,White,Female,Puerto-Rico
34,Private,Never-married,White,Female,United-States
32,Self-emp-inc,Married-civ-spouse,White,Male,United-States
21,Private,Married-civ-spouse,White,Male,United-States
63,*,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,Black,Male,United-States
28,Private,Divorced,White,Male,United-States
29,Self-emp-not-inc,Never-married,Black,Male,United-States
25,Local-gov,Never-married,White,Female,United-States
44,State-gov,Never-married,White,Female,United-States
18,Private,Never-married,White,Female,United-States
26,Private,Never-married,White,Male,United-States
47,Local-gov,Married-civ-spouse,White,Female,United-States
23,Private,Divorced,White,Male,United-States
46,Private,Married-civ-spouse,White,Male,United-States
61,Local-gov,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Male,United-States
38,Local-gov,Married-civ-spouse,Asian-Pac-Islander,Male,United-States
60,*,Married-spouse-absent,Black,Female,United-States
23,Private,Never-married,White,Male,United-States
36,Federal-gov,Divorced,White,Female,United-States
46,Private,Divorced,White,Male,United-States
32,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
40,Private,Married-civ-spouse,White,Male,United-States
31,Private,Never-married,Black,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
32,State-gov,Never-married,White,Male,United-States
21,Private,Never-married,White,Male,United-States
63,Private,Married-civ-spouse,Black,Male,United-States
44,Private,Separated,White,Male,United-States
42,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
23,*,Never-married,White,Male,United-States
30,Private,Divorced,White,Female,United-States
24,Private,Never-married,White,Male,El-Salvador
42,Private,Married-civ-spouse,White,Male,United-States
44,Self-emp-not-inc,Married-civ-spouse,White,Female,Italy
27,Federal-gov,Never-married,Black,Male,United-States
27,Local-gov,Never-married,White,Male,United-States
22,Private,Never-married,White,Female,United-States
68,Private,Never-married,White,Female,United-States
55,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
22,Self-emp-not-inc,Never-married,White,Male,Greece
25,Private,Married-civ-spouse,White,Female,United-States
68,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
62,Private,Widowed,White,Female,United-States
26,Private,Divorced,White,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
68,Private,Widowed,White,Male,United-States
42,Local-gov,Separated,White,Male,United-States
45,Private,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,White,Male,United-States
25,Private,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Male,United-States
29,Private,Never-married,Other,Male,*
65,Without-pay,Widowed,White,Female,United-States
31,Private,Never-married,White,Male,United-States
26,Private,Never-married,White,Female,United-States
39,Private,Married-civ-spouse,White,Male,United-States
44,Private,Married-civ-spouse,White,Male,United-States
45,Local-gov,Divorced,White,Female,United-States
26,Self-emp-not-inc,Never-married,White,Female,United-States
26,Private,Married-civ-spouse,White,Male,United-States
36,Private,Married-civ-spouse,White,Male,United-States
38,Private,Married-civ-spouse,White,Male,United-States
39,Private,Never-married,White,Male,United-States
52,Self-emp-inc,Married-civ-spouse,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,Mexico
41,Self-emp-not-inc,Divorced,White,Male,United-States
42,Local-gov,Married-civ-spouse,White,Male,United-States
47,Private,Married-civ-spouse,White,Male,United-States
28,Local-gov,Married-civ-spouse,Black,Male,United-States
25,Local-gov,Never-married,White,Male,United-States
35,Private,Never-married,White,Female,United-States
32,Private,Separated,White,Female,United-States
38,Private,Married-civ-spouse,Black,Male,United-States
44,Private,Married-civ-spouse,White,Male,United-States
21,*,Never-married,White,Female,United-States
27,Private,Never-married,White,Female,United-States
30,Private,Never-married,White,Male,United-States
30,Private,Never-married,White,Male,United-States
45,Private,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Male,United-States
57,Private,Never-married,White,Male,United-States
43,Private,Divorced,White,Male,United-States
50,*,Married-civ-spouse,Black,Female,United-States
28,Private,Married-civ-spouse,Asian-Pac-Islander,Female,China
25,Private,Married-civ-spouse,White,Female,United-States
25,Private,Married-civ-spouse,White,Male,United-States
90,Private,Married-civ-spouse,White,Male,United-States
38,Local-gov,Separated,Black,Male,United-States
35,Private,Married-spouse-absent,White,Female,United-States
50,State-gov,Married-civ-spouse,White,Male,Canada
26,Local-gov,Never-married,White,Female,United-States
39,Private,Married-civ-spouse,White,Male,United-States
56,Private,Married-civ-spouse,White,Male,United-States
24,Local-gov,Divorced,Black,Female,United-States
46,Private,Married-civ-spouse,White,Female,United-States
18,Local-gov,Never-married,White,Female,United-States
37,Private,Married-civ-spouse,White,Male,United-States
57,Private,Divorced,White,Female,United-States
43,State-gov,Never-married,Black,Female,United-States
29,State-gov,Married-civ-spouse,White,Male,Nicaragua
40,Private,Married-civ-spouse,White,Male,United-States
44,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
77,Local-gov,Married-civ-spouse,White,Male,United-States
30,Private,Never-married,Black,Male,United-States
21,Private,Married-civ-spouse,White,Male,United-States
66,Private,Married-civ-spouse,White,Male,United-States
40,Private,Never-married,White,Male,United-States
68,Private,Married-civ-spouse,White,Male,United-States
64,Private,Widowed,White,Female,United-States
26,Private,Never-married,White,Female,United-States
32,Private,Married-civ-spouse,White,Male,United-States
32,Private,Never-married,White,Male,United-States
51,Local-gov,Married-civ-spouse,White,Male,United-States
50,Private,Married-civ-spouse,White,Male,United-States
49,Private,Married-civ-spouse,White,Male,United-States
28,Private,Never-married,White,Male,United-States
29,Private,Divorced,White,Female,United-States
21,Private,Never-married,White,Male,United-States
28,Private,Never-married,Black,Female,United-States
55,Private,Married-civ-spouse,White,Male,United-States
45,Self-emp-not-inc,Married-civ-spouse,Asian-Pac-Islander,Male,South
35,Private,Never-married,White,Male,United-States
31,*,Separated,Black,Male,United-States
26,Private,Never-married,White,Male,United-States
30,Private,Married-civ-spouse,White,Male,Germany
33,Private,Married-civ-spouse,White,Male,United-States
40,Private,Married-spouse-absent,Asian-Pac-Islander,Male,Cambodia
23,Private,Never-married,White,Male,United-States
35,Private,Never-married,White,Female,United-States
48,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
39,Local-gov,Divorced,Black,Male,United-States
53,Local-gov,Divorced,White,Female,United-States
49,Federal-gov,Married-civ-spouse,White,Male,United-States
31,Private,Never-married,Black,Female,United-States
36,Private,Married-civ-spouse,White,Male,United-States
60,Self-emp-inc,Married-civ-spouse,White,Male,United-States
29,Private,Never-married,White,Male,United-States
54,Self-emp-inc,Married-civ-spouse,White,Male,United-States
28,*,Married-AF-spouse,White,Female,United-States
34,Private,Married-civ-spouse,White,Male,United-States
30,Private,Never-married,Black,Female,United-States
19,Private,Never-married,White,Female,*
26,Private,Never-married,White,Male,United-States
47,Private,Never-married,White,Male,United-States
50,Private,Divorced,White,Male,United-States
30,Private,Never-married,White,Female,United-States
44,Private,Divorced,White,Male,United-States
49,Private,Married-civ-spouse,White,Male,United-States
75,Self-emp-not-inc,Married-spouse-absent,White,Female,United-States
37,Private,Married-civ-spouse,White,Male,United-States
51,State-gov,Divorced,White,Male,United-States
35,Private,Never-married,White,Male,United-States
28,Private,Never-married,White,Female,United-States
66,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
72,Private,Married-civ-spouse,Asian-Pac-Islander,Female,United-States
39,Private,Separated,White,Male,United-States
27,Private,Never-married,Black,Male,United-States
57,Private,Never-married,Black,Female,Jamaica
24,Private,Married-civ-spouse,White,Male,United-States
28,Private,Never-married,White,Male,United-States
23,Private,Married-spouse-absent,White,Female,United-States
31,Private,Never-married,White,Female,United-States
23,Private,Never-married,White,Female,United-States
31,Private,Never-married,White,Female,United-States
27,Local-gov,Never-married,White,Female,United-States
30,Private,Married-civ-spouse,White,Male,United-States
31,Private,Never-married,White,Female,*
34,Private,Never-married,White,Male,United-States
57,Federal-gov,Never-married,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,Cuba
23,Private,Never-married,White,Male,United-States
24,Local-gov,Married-civ-spouse,White,Female,United-States
36,Private,Never-married,White,Male,England
32,Private,Divorced,White,Male,Nicaragua
35,Private,Divorced,White,Female,United-States
36,Private,Married-civ-spouse,White,Male,United-States
23,*,Never-married,White,Female,United-States
47,Private,Married-civ-spouse,White,Male,United-States
35,Private,Never-married,White,Male,United-States
44,Federal-gov,Married-civ-spouse,White,Male,United-States
32,State-gov,Married-civ-spouse,White,Male,United-States
32,Private,Married-civ-spouse,White,Female,United-States
63,Self-emp-not-inc,Married-civ-spouse,White,Female,United-States
34,Private,Married-civ-spouse,White,Male,United-States
47,Private,Married-civ-spouse,Black,Male,United-States
27,Private,Married-civ-spouse,Black,Male,United-States
23,Private,Separated,White,Female,United-States
19,*,Never-married,Amer-Indian-Eskimo,Female,United-States
50,Private,Married-civ-spouse,White,Male,United-States
49,State-gov,Married-civ-spouse,White,Male,United-States
36,Private,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Male,United-States
61,Private,Widowed,Black,Female,United-States
41,Private,Married-civ-spouse,White,Male,United-States
27,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
53,Private,Divorced,White,Male,United-States
17,Self-emp-not-inc,Never-married,White,Male,United-States
23,*,Never-married,White,Male,United-States
53,Private,Never-married,White,Male,United-States
28,Private,Married-civ-spouse,White,Male,United-States
24,Private,Married-spouse-absent,White,Female,United-States
22,Private,Never-married,White,Female,United-States
53,Private,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,Black,Male,United-States
24,Private,Never-married,White,Male,Mexico
20,Private,Never-married,White,Female,United-States
30,Local-gov,Married-civ-spouse,White,Male,United-States
37,State-gov,Never-married,White,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,White,Male,United-States
20,Private,Never-married,White,Female,Mexico
47,Private,Divorced,Asian-Pac-Islander,Female,United-States
20,*,Never-married,White,Male,United-States
22,Private,Never-married,White,Female,United-States
42,Local-gov,Married-civ-spouse,White,Male,United-States
60,Private,Divorced,White,Female,United-States
32,Private,Never-married,White,Female,Mexico
46,Private,Married-civ-spouse,White,Male,United-States
66,Private,Widowed,White,Female,United-States
37,Private,Married-civ-spouse,Asian-Pac-Islander,Female,United-States
34,Private,Divorced,White,Male,United-States
45,Private,Never-married,White,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
63,*,Married-civ-spouse,White,Male,United-States
51,Local-gov,Married-civ-spouse,Black,Male,United-States
36,Local-gov,Married-civ-spouse,White,Male,United-States
25,Federal-gov,Never-married,Black,Male,United-States
51,Private,Divorced,White,Female,United-States
25,Self-emp-not-inc,Never-married,White,Male,United-States
19,Private,Never-married,White,Male,United-States
47,Private,Married-civ-spouse,White,Male,United-States
59,Local-gov,Separated,Black,Female,United-States
34,Private,Married-civ-spouse,White,Male,United-States
40,Private,Separated,White,Female,United-States
42,Private,Divorced,White,Male,United-States
28,*,Married-civ-spouse,White,Female,Honduras
37,Private,Married-civ-spouse,White,Male,United-States
51,Self-emp-inc,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Male,United-States
31,Federal-gov,Married-civ-spouse,White,Female,United-States
37,Private,Married-civ-spouse,White,Male,United-States
42,Private,Married-civ-spouse,White,Male,United-States
29,*,Never-married,White,Male,United-States
35,Private,Divorced,White,Male,United-States
51,Private,Married-civ-spouse,White,Male,United-States
22,*,Never-married,White,Male,United-States
49,Private,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,Asian-Pac-Islander,Male,Japan
56,Local-gov,Divorced,White,Female,United-States
52,Private,Married-civ-spouse,White,Male,United-States
61,Self-emp-not-inc,Married-civ-spouse,White,Male,*
47,State-gov,Divorced,White,Female,United-States
52,Private,Married-civ-spouse,White,Male,United-States
30,Private,Divorced,White,Female,United-States
43,Self-emp-inc,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,Asian-Pac-Islander,Male,*
17,*,Never-married,White,Male,United-States
42,Private,Married-civ-spouse,White,Male,United-States
26,Private,Married-spouse-absent,Black,Female,Dominican-Republic
58,Local-gov,Married-civ-spouse,White,Male,United-States
66,Private,Married-civ-spouse,White,Male,United-States
30,Private,Married-civ-spouse,White,Male,United-States
46,Private,Separated,White,Female,United-States
45,Private,Married-civ-spouse,White,Female,United-States
57,Private,Never-married,White,Female,United-States
25,Private,Never-married,White,Male,United-States
21,State-gov,Never-married,White,Female,United-States
37,Private,Divorced,White,Male,United-States
45,Local-gov,Divorced,White,Female,United-States
61,*,Widowed,White,Female,United-States
39,Private,Never-married,White,Male,United-States
42,Private,Married-civ-spouse,White,Female,United-States
20,Private,Never-married,White,Female,United-States
23,Private,Never-married,Black,Male,United-States
25,Private,Never-married,White,Male,United-States
47,Private,Never-married,White,Female,El-Salvador
24,Private,Never-married,White,Male,United-States
20,*,Never-married,Asian-Pac-Islander,Female,United-States
35,Private,Never-married,White,Male,United-States
44,Local-gov,Married-civ-spouse,Black,Female,Jamaica
47,State-gov,Married-civ-spouse,White,Male,United-States
28,State-gov,Separated,Asian-Pac-Islander,Female,India
41,Local-gov,Divorced,White,Female,United-States
31,Private,Never-married,White,Female,United-States
27,Private,Never-married,White,Female,United-States
47,Private,Married-civ-spouse,White,Male,United-States
44,Private,Never-married,Asian-Pac-Islander,Female,United-States
61,Private,Never-married,White,Female,United-States
42,Federal-gov,Divorced,White,Female,Puerto-Rico
46,Private,Never-married,White,Female,United-States
46,Private,Married-civ-spouse,White,Male,United-States
54,Local-gov,Widowed,White,Female,United-States
49,Private,Widowed,White,Male,United-States
56,Local-gov,Widowed,White,Female,United-States
52,Private,Divorced,White,Female,United-States
34,Private,Married-civ-spouse,White,Male,Puerto-Rico
25,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Female,United-States
58,Private,Married-civ-spouse,White,Male,United-States
31,State-gov,Divorced,White,Male,United-States
29,Private,Married-civ-spouse,White,Male,United-States
28,Private,Never-married,Black,Male,United-States
30,Private,Never-married,White,Male,United-States
21,*,Never-married,White,Male,United-States
44,Private,Married-civ-spouse,White,Male,United-States
75,Private,Widowed,White,Female,United-States
66,*,Married-civ-spouse,White,Male,United-States
26,Private,Married-civ-spouse,Black,Male,United-States
33,Self-emp-inc,Married-civ-spouse,White,Male,United-States
57,Self-emp-inc,Married-civ-spouse,White,Male,United-States
47,Self-emp-not-inc,Married-civ-spouse,White,Male,Italy
41,Private,Married-civ-spouse,White,Male,United-States
21,Private,Never-married,White,Female,United-States
17,Private,Never-married,White,Male,United-States
61,*,Married-civ-spouse,White,Male,United-States
47,*,Married-civ-spouse,White,Female,United-States
22,Private,Never-married,Black,Female,United-States
47,Private,Married-civ-spouse,White,Male,United-States
45,Private,Married-civ-spouse,White,Male,United-States
32,Self-emp-not-inc,Divorced,White,Male,United-States
59,Private,Separated,Black,Female,United-States
38,Private,Married-civ-spouse,White,Male,United-States
33,Private,Separated,White,Female,United-States
41,Private,Married-civ-spouse,White,Male,United-States
51,Private,Married-civ-spouse,White,Male,United-States
42,Private,Married-civ-spouse,White,Male,United-States
27,Private,Married-civ-spouse,White,Female,United-States
60,Private,Married-civ-spouse,White,Male,United-States
64,Local-gov,Divorced,White,Female,United-States
37,Private,Married-civ-spouse,White,Male,United-States
54,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
36,Private,Married-civ-spouse,White,Female,United-States
34,Private,Married-civ-spouse,White,Male,*
41,Self-emp-not-inc,Divorced,White,Male,United-States
35,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
63,Self-emp-inc,Married-civ-spouse,White,Male,United-States
46,Private,Divorced,White,Male,United-States
47,Self-emp-not-inc,Divorced,White,Male,United-States
24,Private,Never-married,White,Male,United-States
29,Private,Never-married,White,Male,United-States
74,Federal-gov,Widowed,White,Female,United-States
50,Private,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,White,Female,United-States
48,Private,Separated,Black,Female,United-States
30,Private,Married-civ-spouse,White,Male,Mexico
32,Private,Married-civ-spouse,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
49,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Female,United-States
50,Private,Married-civ-spouse,White,Female,United-States
44,Private,Married-civ-spouse,White,Male,United-States
65,Private,Married-civ-spouse,White,Male,United-States
28,Federal-gov,Married-civ-spouse,White,Male,United-States
55,Private,Widowed,White,Female,United-States
49,Local-gov,Never-married,White,Female,United-States
31,Private,Separated,White,Female,United-States
47,Private,Married-civ-spouse,Black,Female,United-States
45,Private,Married-civ-spouse,White,Male,United-States
35,Private,Never-married,Black,Female,United-States
34,Self-emp-not-inc,Married-civ-spouse,Asian-Pac-Islander,Male,South
49,Local-gov,Widowed,Black,Male,United-States
39,*,Divorced,White,Female,United-States
27,Private,Never-married,White,Female,United-States
42,Private,Married-civ-spouse,White,Male,United-States
60,*,Married-civ-spouse,White,Male,United-States
64,Self-emp-not-inc,Never-married,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Female,United-States
45,Private,Married-civ-spouse,White,Male,United-States
34,Private,Never-married,Black,Female,United-States
53,Private,Divorced,White,Female,Mexico
22,Private,Never-married,White,Male,United-States
57,State-gov,Separated,White,Female,United-States
20,*,Never-married,White,Female,United-States
23,Private,Never-married,Black,Male,United-States
31,Private,Never-married,White,Male,United-States
23,State-gov,Never-married,White,Male,United-States
30,Private,Separated,White,Female,United-States
32,Local-gov,Separated,White,Female,United-States
42,Private,Married-civ-spouse,Black,Female,United-States
51,Private,Married-civ-spouse,White,Male,Cuba
59,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
36,Private,Never-married,White,Female,United-States
45,Private,Never-married,Black,Male,United-States
35,Private,Married-civ-spouse,White,Male,Germany
33,Private,Married-civ-spouse,White,Male,United-States
43,Private,Divorced,White,Female,United-States
60,Private,Married-civ-spouse,White,Female,United-States
37,State-gov,Married-civ-spouse,White,Male,United-States
35,Private,Never-married,White,Female,United-States
36,Private,Married-civ-spouse,White,Male,United-States
38,Federal-gov,Married-civ-spouse,White,Male,United-States
54,Private,Married-civ-spouse,White,Male,United-States
51,Private,Married-civ-spouse,White,Male,United-States
45,Private,Married-civ-spouse,White,Male,United-States
63,Federal-gov,Divorced,White,Female,United-States
51,Private,Married-civ-spouse,White,Male,United-States
58,Self-emp-not-inc,Divorced,White,Male,United-States
64,Local-gov,Divorced,White,Female,United-States
20,Private,Never-married,White,Male,United-States
44,Federal-gov,Married-civ-spouse,Asian-Pac-Islander,Male,Philippines
39,Private,Divorced,White,Female,United-States
45,State-gov,Never-married,White,Female,United-States
44,Private,Married-civ-spouse,White,Male,United-States
22,Federal-gov,Never-married,White,Female,United-States
63,Self-emp-inc,Married-civ-spouse,White,Male,United-States
26,Private,Separated,Black,Male,United-States
42,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Female,United-States
29,Private,Married-civ-spouse,White,Male,United-States
38,Local-gov,Never-married,Asian-Pac-Islander,Male,Vietnam
25,Private,Never-married,White,Male,United-States
27,Private,Married-civ-spouse,White,Male,United-States
46,Private,Divorced,White,Female,United-States
31,Private,Divorced,White,Male,United-States
24,Private,Never-married,White,Male,United-States
43,Private,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Male,Mexico
32,Local-gov,Never-married,Black,Female,United-States
44,Private,Married-civ-spouse,White,Male,Poland
40,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
38,Private,Divorced,White,Male,United-States
23,Private,Never-married,White,Male,United-States
19,Private,Never-married,White,Female,United-States
41,Private,Married-civ-spouse,White,Male,United-States
48,Private,Married-civ-spouse,White,Male,United-States
23,Private,Married-civ-spouse,White,Male,United-States
47,Private,Widowed,White,Female,United-States
42,Private,Married-civ-spouse,White,Male,United-States
17,Private,Never-married,White,Female,United-States
29,Local-gov,Never-married,White,Female,United-States
21,State-gov,Never-married,White,Female,United-States
18,*,Never-married,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,Mexico
27,Local-gov,Never-married,White,Female,United-States
29,Private,Never-married,White,Male,Canada
23,Private,Never-married,White,Female,United-States
41,Private,Married-civ-spouse,Asian-Pac-Islander,Male,Taiwan
46,Local-gov,Married-civ-spouse,White,Male,United-States
34,Private,Married-civ-spouse,Black,Female,Haiti
42,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Female,United-States
46,Private,Divorced,White,Male,United-States
18,*,Never-married,White,Male,United-States
52,Private,Married-civ-spouse,White,Male,United-States
56,Private,Divorced,White,Female,United-States
21,Private,Never-married,White,Male,United-States
22,Self-emp-not-inc,Never-married,White,Male,United-States
31,Private,Divorced,White,Female,United-States
41,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
25,Private,Separated,White,Female,United-States
43,Self-emp-not-inc,Divorced,White,Male,United-States
45,Private,Separated,White,Female,United-States
26,Private,Divorced,White,Male,United-States
90,Private,Never-married,Asian-Pac-Islander,Male,United-States
45,Private,Married-civ-spouse,White,Male,United-States
30,Private,Married-civ-spouse,White,Female,United-States
42,Private,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Male,United-States
53,Private,Married-civ-spouse,White,Male,United-States
64,State-gov,Widowed,White,Female,United-States
56,Private,Widowed,White,Male,United-States
42,Private,Married-spouse-absent,White,Male,United-States
26,Private,Married-civ-spouse,White,Female,United-States
31,Local-gov,Never-married,Amer-Indian-Eskimo,Female,United-States
40,Private,Married-civ-spouse,White,Female,United-States
58,Private,Widowed,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
58,Self-emp-inc,Never-married,White,Male,United-States
62,State-gov,Married-civ-spouse,White,Male,United-States
65,Self-emp-inc,Married-civ-spouse,White,Male,United-States
40,Private,Never-married,White,Male,United-States
45,Local-gov,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,White,Male,United-States
23,*,Never-married,Asian-Pac-Islander,Male,China
63,Federal-gov,Married-civ-spouse,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
37,Private,Widowed,White,Male,United-States
25,*,Married-spouse-absent,White,Male,Canada
56,Private,Married-civ-spouse,White,Male,United-States
32,Private,Divorced,White,Male,United-States
53,Federal-gov,Married-civ-spouse,Asian-Pac-Islander,Female,Philippines
32,Private,Divorced,White,Male,United-States
23,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
35,Private,Separated,White,Male,United-States
51,Private,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,White,Female,United-States
41,Private,Married-spouse-absent,White,Male,Guatemala
22,Private,Never-married,White,Male,United-States
23,Private,Never-married,White,Female,United-States
36,Private,Married-civ-spouse,Asian-Pac-Islander,Male,Taiwan
27,*,Divorced,White,Female,United-States
45,Private,Married-civ-spouse,White,Male,Canada
23,Self-emp-not-inc,Never-married,White,Male,Mexico
21,Private,Never-married,Black,Female,United-States
44,Private,Married-civ-spouse,White,Male,United-States
29,Private,Married-civ-spouse,White,Male,United-States
36,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Male,United-States
62,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
25,Federal-gov,Never-married,Black,Male,United-States
34,Private,Divorced,White,Female,United-States
31,Private,Never-married,White,Female,United-States
37,Private,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,England
22,*,Never-married,White,Female,United-States
28,Private,Married-civ-spouse,White,Male,United-States
22,*,Separated,White,Male,United-States
47,Private,Married-civ-spouse,White,Male,United-States
67,*,Married-civ-spouse,White,Male,United-States
20,*,Never-married,White,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
26,Private,Married-civ-spouse,White,Male,United-States
36,Private,Married-civ-spouse,White,Male,United-States
28,Private,Never-married,White,Male,United-States
22,Private,Never-married,Black,Male,United-States
47,Private,Separated,Black,Female,United-States
33,Private,Never-married,White,Male,United-States
34,Self-emp-inc,Separated,White,Female,United-States
25,Private,Never-married,White,Male,United-States
37,Private,Married-civ-spouse,White,Male,Mexico
36,State-gov,Married-civ-spouse,White,Male,United-States
61,Local-gov,Separated,White,Male,*
74,*,Married-civ-spouse,White,Male,United-States
57,Private,Married-civ-spouse,White,Male,Poland
55,Private,Never-married,White,Male,England
20,Private,Divorced,Black,Female,United-States
43,Private,Never-married,Black,Female,United-States
54,Private,Married-civ-spouse,White,Male,England
25,Private,Separated,White,Female,United-States
42,Private,Divorced,White,Male,United-States
23,*,Never-married,White,Female,United-States
17,Private,Never-married,White,Male,United-States
39,*,Never-married,White,Male,United-States
63,Private,Married-spouse-absent,Amer-Indian-Eskimo,Female,United-States
19,Private,Never-married,White,Female,United-States
56,Self-emp-inc,Married-civ-spouse,White,Male,United-States
33,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
37,Private,Married-civ-spouse,White,Male,United-States
27,Private,Married-civ-spouse,White,Male,United-States
